S1_QAgNO3(%),S1_Qpva(%),S1_Qtsc(%),S1_Qseed(%),S1_Qtot(uL/min),ST_QAgNO3(%),ST_Qpva(%),ST_Qtsc(%),ST_Qseed(%),ST_Qtot(uL/min)
0.34344929266725777,0.008267479703763916,0.4544591956301101,0.43511659461556423,0.40213967543098306,0.5773366811997329,0.9745823957872375,0.4927264056764471,0.6644247202465425,0.6515256537807037
0.4158123937333455,0.024065196264481326,0.4315375538944401,0.3026438203910383,0.3076352729639734,0.5926524843800753,0.989457604927493,0.5152004051619512,0.5565276001642212,0.6534785613503487
0.4247841056003789,0.0740108844275005,0.47467023551680176,0.3331807250080348,0.3915801560859607,0.6712407369202943,0.9369279946889144,0.5203184864878627,0.5590967607036168,0.6402318066089046
0.4476134341952083,0.04622802190539628,0.457555237981196,0.4679448212652749,0.36072151487966553,0.5746621054555814,0.967998088101949,0.5091610866267305,0.683612454087271,0.6461662744840715
0.4280889333877092,0.02596297979949964,0.5071665176392498,0.43056963414954447,0.2915053021629794,0.6230876477787699,0.9671732688072605,0.5771777748350846,0.6562399628920914,0.670317237646985
0.3971254388158368,0.017843125212167972,0.3958232923470502,0.34980400695046443,0.2914316494985978,0.5538592069797003,0.9563144904933681,0.5863261196695831,0.5687766278024328,0.6890147813966263
0.36296566231937033,0.044837358769092506,0.48953008929204467,0.4187996149026505,0.39630225366057237,0.587944611068195,0.9325052198609052,0.5192187177449947,0.6858717815267901,0.644890882586362
0.3605373513002402,0.005479808836201848,0.42333638774719334,0.35248642563040733,0.3384529581128206,0.5571358025021462,0.960882685441393,0.48980687366429765,0.5960334074333883,0.6592969165593379
0.3013271720331918,0.002313728071607353,0.3906888026227647,0.28103564774961226,0.3449573854518652,0.5855853129854056,0.952480385170812,0.4922223908084321,0.6154003836898252,0.6707623859260428
0.4022840259975561,0.06625236270099773,0.4547735034231089,0.24111303571189246,0.37643153480599995,0.6495380812865659,0.9252747892098312,0.512998190350864,0.491888206923495,0.6013163198208069
0.32234013483524765,-0.012730484945176786,0.4093323578373973,0.292926996867722,0.31760538827032864,0.5624195740630753,1.010146293447569,0.5418153583208418,0.5379332367528409,0.6821616232359822
0.4060891379237423,0.05142401851036602,0.4697322594362531,0.5048839903999113,0.3767778728330094,0.5441503223138928,0.9300104327675318,0.5691383376561825,0.7029392809253934,0.6034004751877586
0.34562845755665056,0.059219929897909446,0.41545680040970084,0.334767206403596,0.3788385651640489,0.5660814792524462,0.9590534630421071,0.48690858740695364,0.5502847683170277,0.667058902729072
0.2914006448168998,0.009319127988129424,0.3902633268734139,0.4766635201229451,0.3386443178406451,0.5188903396755185,0.9514834453313447,0.5410177322056178,0.727195265394084,0.688138980489897
0.4455638984530525,0.05203226896641615,0.48463888554711526,0.33847554973819804,0.3482159099304338,0.604283711865681,0.952490802129825,0.5691074186567764,0.5476711314319587,0.6438646264671805
0.2793883739274843,0.05310523791842428,0.44492774627607923,0.5202577404448259,0.3838000590916332,0.4534894338142096,0.9488358131574918,0.4458385827391016,0.7001944219265452,0.6446170010492166
0.40744794337125545,0.046205927415169705,0.47256633939845955,0.3701792333034202,0.35010427652497644,0.5565599614484595,0.9395667451431923,0.5298252124288725,0.5968784065876382,0.6564396002922492
0.28173474660914855,0.03948280372962936,0.426991571255239,0.3254635112646015,0.3331593443526975,0.5274298904914296,0.966667819309944,0.5507701698279668,0.5589826673059679,0.6313235473897609
0.43955490993825774,0.06899603481732038,0.4698703195731575,0.2965147992026575,0.3493311635666567,0.6094082095013812,0.932834394089878,0.5528545006985189,0.4747243182717704,0.6242996375562135
0.5231077305716723,0.05520452282990682,0.5918998040686813,0.3260797718245745,0.368074325431547,0.6814044276181273,0.9422695120745753,0.5520492497337223,0.6228280899395267,0.5665397245737169
0.5035433119703983,0.03966119992170409,0.50889290398367,0.3385765760063656,0.380116688980367,0.6995445101495751,0.9527759937093119,0.5594834549163914,0.5732618975435593,0.6293313354671852
0.5249021495176424,0.049338209686406564,0.44485709616764835,0.32931163079057507,0.4089164995949827,0.651283335404047,0.9885607674132334,0.5390231717535658,0.61946177930851,0.6634882228931964
0.35491510907700513,0.03019162368123908,0.461018435171323,0.30873913720441226,0.3556970101711509,0.5097482445613066,0.9900408899293702,0.5593094752042287,0.5957599411030379,0.6499188512579384
0.4826642208952437,0.0616931657944389,0.41532810837019,0.4185175815980203,0.35301621532151833,0.6683941576306321,0.979625363543423,0.5662954607070463,0.6953265182898031,0.6717394592765411
0.4829993761086596,0.023991194989033553,0.40890033476443877,0.43083989843498793,0.3597047188124978,0.7068650236235401,0.9719122405745427,0.5134272427327744,0.7309917389081049,0.6650454732598556
0.4011016617835923,0.039055731510798934,0.45053698088827276,0.5050047819766502,0.3063428453646911,0.5671844477553153,0.9708253979034934,0.585071250378838,0.6983983531431888,0.6789044719456137
0.44804012587674574,0.05685579761483234,0.44964178069344307,0.4911051225389228,0.32419250362776614,0.598906784582372,0.9529531685535401,0.5923390886487356,0.6942107002824411,0.6855794221091844
0.3223899828109933,0.07243348997584581,0.4782809758999006,0.3581796203798434,0.3577933667183941,0.4857127609688674,0.9630755122691376,0.5309494108787326,0.5828608569669855,0.6279692702393805
0.41005653689686156,0.07890056595836946,0.487988593506641,0.3728949393905087,0.3744751618442873,0.5999891881420922,0.9179025412494475,0.5214303421527908,0.652992205915609,0.6239421569508694
0.41727770414269844,0.027601641596265068,0.44097004369095577,0.3867730014236592,0.3738114245610906,0.6587278397627303,0.9494921306592328,0.555488083813337,0.6103561620647521,0.6911606783077525
0.3598059593214567,0.034669093963697065,0.33893955640093687,0.4464867970173945,0.35688359011182486,0.551663109375423,0.957544000967524,0.5505823578860697,0.6923843654123364,0.6733249163408028
0.29349517147444937,0.05152889600122226,0.5218001445472029,0.3962397560790419,0.36617077170966883,0.4873547989194361,0.9434574598286665,0.571752863957687,0.6124298069424844,0.6184785175802952
0.5077301569458531,0.06261747624025411,0.46894974089725994,0.44581721691276893,0.39965185279964194,0.6483722547837786,0.9275571352252583,0.5450213601079705,0.7196668374750487,0.6540713108384124
0.3842828379262012,0.01748812037706413,0.3917177680735656,0.35105304451929586,0.3203305762215408,0.629169833902802,0.9636164933393435,0.5328604550337925,0.6728118686058047,0.6913387365891499
0.32813737619267536,0.01107411285249576,0.36521985782821803,0.3938814513953434,0.3427047637289968,0.5635139545626658,0.9515978038490714,0.5252979765236414,0.6889452556614916,0.665822977910953
0.4520319051251829,0.037764000480383704,0.4426783860169619,0.4014073809715393,0.36823385921335483,0.6559721679564047,0.930214834718543,0.5207095001364286,0.6740183217972663,0.6863487482189086
0.3651180310664474,0.025012455886243866,0.41411378317220454,0.4445601860243789,0.3519311358626175,0.5536052407859727,0.982846792320779,0.5443718325877398,0.682335591035327,0.6673711414291426
0.3837939770034893,0.02902094347167431,0.40034456173192556,0.3471450217678791,0.32776347003152073,0.5988961558481347,0.9755866936331596,0.5259876652601048,0.6145624379413144,0.6765805775382638
0.3602431862416532,0.038359499190935085,0.4780138969658159,0.39462654506582434,0.32641362519273326,0.5362765151406739,0.982076856581221,0.5885352166912208,0.6434015678557488,0.647534678961788
0.4751147203782718,0.07337088493384818,0.5598861555133454,0.3924801021351717,0.3885514004646121,0.6890241980041789,0.9393485374471633,0.5799694184421413,0.6635540029522751,0.63971107905278
0.40769679488407395,0.06404303266651952,0.4937006318015138,0.3521332612384776,0.39740837968445986,0.6356923584239498,0.9522217539328874,0.5054453239535629,0.6190648752988033,0.5739630829848474
0.3620832318802063,0.05370587111859348,0.42394217243193416,0.37339565660962193,0.34584444695918365,0.5625800154566658,0.9597682785864461,0.5586556776960432,0.657544910505697,0.6768934984289219
0.3856717228724256,0.02467825729496112,0.44696754014956386,0.35037697377319926,0.34417737470711,0.5604560802178268,0.9683780580033291,0.5303962988011778,0.6200498539411068,0.6570392749024724
0.3723355358414979,0.042758247560965794,0.5031458195385502,0.4535445475569015,0.36448051759720057,0.6445724261755028,0.8999366161423755,0.5577194949603725,0.5938919826734396,0.5911770135844552
0.39889480396321786,0.04554617000908872,0.4556218563070311,0.4226777754090923,0.38201772313269095,0.648098465400581,0.9570138473786055,0.4880941792455369,0.6802331775255652,0.6891532487991245
0.41709696529777784,0.09126067366421312,0.4660112211633315,0.4240775366006974,0.39151606667998523,0.6381973842837758,0.9409453337864103,0.5027211529322101,0.6779567834606384,0.6303408453016466
0.35151428390733286,0.04445806270428632,0.4764976912188963,0.43826919646400203,0.3672198835706507,0.5241311416142918,0.9474181074398216,0.5314434376259349,0.6511595612752306,0.6629447522362425
0.4313876902110221,0.028192405284618006,0.46367723845847353,0.3645999998561827,0.35161818113634635,0.6147802156086426,0.9482754300337025,0.5850415430174647,0.6580904582439449,0.6512180883527722
0.3589793715163456,0.032617262810981665,0.3935738987723052,0.3379951349203331,0.385827611425901,0.48840063885498997,0.9523574285080625,0.5407835710550218,0.5504121634680272,0.6685706806819063
0.41420536538890645,0.048988857300052584,0.47406262261952914,0.39876954892186695,0.3706711290790913,0.6512617450499691,0.9598896360768099,0.5716043122832997,0.6863681618567099,0.6473497916031642
0.36582201650656204,0.03452399569842103,0.4625483646834468,0.26537934078254577,0.35260099663705724,0.5996865580578985,0.9621235989837622,0.5164028822409055,0.5171191924987084,0.6107563444820354
0.3790606652567526,0.024299594336024816,0.487521001925257,0.4073290189125734,0.3003623532486219,0.5980720733526292,0.9767419935045435,0.5631689463145613,0.6942712479683233,0.6358726475243444
0.4070494197754853,0.027733303599112077,0.46230355658016087,0.34235393504648387,0.3500241221234415,0.5663809429312683,0.9630855992749787,0.5306580016388438,0.6191854690136567,0.6752697156666648
0.532891553274195,0.0482955325147566,0.46912207026106273,0.3871927852410012,0.378039419565584,0.6938815931257731,0.936041259837591,0.5208848560089954,0.6204737953189331,0.6911271947368636
0.3716042091993813,0.061324626179178235,0.48621214931579704,0.503765962082802,0.38006210588838324,0.5866210559284705,0.9249072038721606,0.5681987516564935,0.6608112431552878,0.6199110689118386
0.4281850840453917,0.06078496494444266,0.43368235663126325,0.36925995002087864,0.420165078279667,0.6490967849054623,0.9603285710205641,0.5314158721683198,0.5756290758352969,0.6178938881712189
0.4507142063125259,0.039138620917732396,0.5450873704263806,0.4190533996681991,0.39848920604923077,0.6066357514602396,0.9488369458708689,0.5262743189038044,0.661581371599788,0.5983174395363104
0.3757486678099337,0.03968941696658731,0.44197781781322587,0.3688970094568621,0.3692997506866841,0.5175850984399135,0.9503901208628301,0.5140122435737817,0.6211112186504824,0.6369929574903714
0.4572314963719603,0.03391253249073366,0.46905709956121955,0.3736739325491786,0.3538846286475022,0.6508534816423404,0.9681304388450533,0.5882690591678531,0.5765319482823388,0.6682476633772925
0.42559117300091054,0.030845795171627027,0.4492478271262219,0.3122137547821354,0.36598199816068094,0.5529876101330932,0.9766948900255561,0.4985547045434323,0.5472355436083154,0.6495339754596943
0.4046070341655545,0.005691154548045994,0.4648061759054893,0.36737535299625795,0.33488690221696465,0.6748943021417674,0.9992927281894511,0.6094534166259098,0.648732087419557,0.6154060996858611
0.39150433047982464,0.03845708620310443,0.46693052677978947,0.3849805197983017,0.37048805088134573,0.49222693132990825,0.950346721942079,0.5065540997994713,0.6656486107786057,0.6136856933494366
0.3969376855280066,0.05176369332923114,0.522873735691709,0.32495147427043053,0.3278034212223661,0.5673675805435052,0.9368968645945215,0.5693705808808083,0.5892446398666384,0.633528067217382
0.550931934223077,0.08232683107827804,0.4704865348777997,0.3447851762009526,0.35909461470329573,0.6432942163869404,0.9246107755750776,0.529155037618807,0.5487626777351399,0.6297686702230016
0.35892326885343423,0.06479998964899769,0.3744208240662172,0.3227933478376674,0.36506222986176134,0.6337286166968529,0.961970640636594,0.5455286669681179,0.6063236302312278,0.6989216129060929
0.4623338008671441,0.010995472938202978,0.4372930645879877,0.3567164766471146,0.31680534557106205,0.692012827153468,0.9712298120803171,0.6342797041059112,0.6248750893145798,0.6446776062782745
0.43636935993960274,0.07063241697520696,0.4559974496228776,0.39751380499000977,0.38407493705765844,0.6148452238614679,0.9119649568501517,0.5069731451386174,0.5956096038879091,0.6121744017159564
0.31661432927380345,0.00981343137993679,0.375384082964287,0.3066997714296779,0.3141211601477588,0.5769281054249882,0.9862480247968329,0.5280671248871693,0.5568947538984466,0.6551860242701917
0.41847554756238037,0.05215258295425618,0.46621153370309043,0.4736916218810021,0.3466160644341899,0.5610608234627898,0.9671100707318071,0.5671107133859532,0.7342141412603724,0.628242151310896
0.5495898227050576,0.04625973521223878,0.4617213548474759,0.398636458232655,0.384033782386829,0.6605485248692984,0.9089258368713343,0.5832977558999684,0.6277226669668998,0.6355974143850591
0.3749688651732348,0.07573223070913312,0.5243066792153238,0.43230124799054076,0.35554718065098145,0.5131905192667172,0.9715547375771065,0.6100837714541295,0.6125848762530559,0.6456883830185861
0.3809674419017985,0.060124727488377,0.4550941577801258,0.4507239881718654,0.3541248140915052,0.6181281942230465,0.952851377233537,0.5664454736263445,0.6538666517772198,0.6514071937789996
0.4192111901770677,0.0630628666765615,0.4437987879001846,0.40532734743480764,0.40974271081282204,0.6013261256487518,0.9318983434394219,0.5264597097876422,0.5816694612456094,0.6332192311781505
0.3368323561562407,0.059410162834994715,0.4248240979428305,0.4032220590644493,0.31865395573823974,0.5431249523725208,0.9430284170243464,0.512094484453326,0.6138119327626861,0.6465218650501614
0.31167782518884557,0.0446653554992995,0.4553115523540631,0.44374133363257573,0.34985084803470856,0.45359824337621313,0.9823772089185996,0.5211754767882164,0.6429774641819954,0.6777242937502368
0.3784295247145343,0.0583240784302087,0.49203769584371393,0.39095442791057133,0.33351978215313477,0.5618802655580604,0.9685050757262759,0.5852287514620225,0.59525443337756,0.6233427624348307
0.4970311403106313,0.046340745507999555,0.4800567304352979,0.4303026548017188,0.35723531622203547,0.6399705914319775,0.9284345171466944,0.5727418687533241,0.6237747862340091,0.6099977547120354
0.43494539822029427,0.04661609561387278,0.4744765040964399,0.42171563981908966,0.37831905784452796,0.6535582309390258,0.9441324616331921,0.5690958143692277,0.6456907326569605,0.669750126121933
0.548802874146987,0.07058604046401515,0.43821168348830614,0.3683156091208625,0.38070217385404004,0.7055315797589428,0.9470137526103133,0.519167500157317,0.5474507431392153,0.6308907825859719
0.3709360111523928,0.10539055741621238,0.5126119087827106,0.33606155257228404,0.41062856260045055,0.5804728789076441,0.9211984464406378,0.5132938919356348,0.5104967849520499,0.5818946260638829
0.4152383633312291,0.0249516012748794,0.4592593360429352,0.4404640907063499,0.36972322396735896,0.610636717868883,0.9643426161117236,0.574061224764229,0.6356419183851247,0.6986296738060904
0.4393304370162649,0.06885740089162172,0.45023213437707477,0.3170134321325724,0.36871472577662706,0.6329049582186179,0.9300815771123729,0.5262998134266064,0.5320742588292133,0.6144619834662227
0.35513390271038553,0.0640314090746247,0.43547352114126636,0.43272731751422344,0.3817718123442992,0.6242073781902706,0.9392360370391044,0.5030519592091725,0.6950242737673391,0.631126987523501
0.3300335198636922,0.03732056307225474,0.44431854213096666,0.36209419399279363,0.3466230639434793,0.44257091946749827,0.9683307767252592,0.5338376197885002,0.5911209917008609,0.6145494514223147
0.4055780940638656,0.04580281575302321,0.47731041822298154,0.4605359259046371,0.3857039977507015,0.6311884725806175,0.959992553931327,0.5037801333130925,0.6354326542970039,0.6361680448238571
0.3028968296837527,0.050122086015613736,0.440952960697732,0.38504565454438494,0.371143158371443,0.5348095127306456,0.9685412044191913,0.4904673960240501,0.6317430024363591,0.6561268184436871
0.48137100136453836,0.052127457949311555,0.47098910775520053,0.33901979364697815,0.3135966176002983,0.6114112591208404,0.9599617778188555,0.5619381234768184,0.6186168015846502,0.6488635386880854
0.41773573868520675,0.025902658511672394,0.4204812891853081,0.4163099454821814,0.34880459112819917,0.5674386899710571,0.9898407341585742,0.5566383909562211,0.6330196394373464,0.6738203019608688
0.42612295615109086,0.07038628049709159,0.4968176541356315,0.4027143690397213,0.3994109102649079,0.6503054005752814,0.9168402753542282,0.4837639262514579,0.6431874039802344,0.6060459084175798
0.5010609953685061,0.03958348613541599,0.4429150808414289,0.42396862063009877,0.3043673476408306,0.7012255816989028,0.9606667114844333,0.6069109765462436,0.6477024439172382,0.6928055188281681
0.4129253140012422,0.01200912207192412,0.4552742859494757,0.3134301514798632,0.3069317892261641,0.6430259018820663,0.9966863566920172,0.5674771075400891,0.6010176879205801,0.6612380662395008
0.4017774424873598,0.031579370278432765,0.42759142130362554,0.38636994349849046,0.41260916688928734,0.6073460367668317,0.9520166899117668,0.5003175819997279,0.6372626671380763,0.6420682123532175
0.32419271260389493,0.058638155466121916,0.4570579201610882,0.3310406124588925,0.356471157965764,0.493657834422094,0.9299350473880298,0.5013900932772574,0.520918264616241,0.6292124279901901
0.4172998936096911,0.05898951025141851,0.4420594308488478,0.3550656947174619,0.37857099113587334,0.6089015630978751,0.9388729387837463,0.4811808773894193,0.6415390097794657,0.6107209674035492
0.4406191678581455,0.032822964225354585,0.44554629384715383,0.3951390168634972,0.3142579211069817,0.670099005048982,0.9867523462969571,0.5830782475489258,0.6702224549925324,0.6501469973366739
0.5009723067111952,0.02207804266940089,0.4617456020886166,0.4162630547490884,0.34808551778957975,0.6966679405884191,0.9696082136726873,0.5700302518034701,0.6812877963687952,0.660150584719656
0.3596934955095963,0.02453175874824651,0.47297124065463003,0.3247780390526624,0.3141782166468973,0.5973972018319216,0.9661288305447432,0.5485501305938294,0.591624250297941,0.642067440214227
0.3384449263299541,0.05542540413340605,0.4442071489095974,0.3771214489723193,0.3796149186538625,0.5465306890935094,0.9368962026369904,0.5389378317067357,0.6086383046769919,0.6167759890036736
0.3593228718406187,-0.005202058730125364,0.4293639891474523,0.3867551587162813,0.3008980517097981,0.5880582090389797,1.0002886453956754,0.5472460369796219,0.5992878954297912,0.6613281812774321
0.3398878374386536,0.06153754230385108,0.492339346708743,0.35877705407686084,0.4187152774626241,0.5842118009223819,0.9195094611130715,0.5174601582186553,0.672719302319162,0.6015789943597718
0.42944679531799224,0.0281500084929289,0.47314521023863626,0.3926395496339987,0.3922530178226995,0.6780319459076963,0.9769522173327715,0.5398664280719485,0.6571963766895674,0.6360578033824849
0.45009192092782735,-0.005116846442805358,0.4273530393106226,0.3298926648591514,0.30451139640260333,0.6675727455742094,0.9858726184847102,0.5948697262984597,0.5218212193218461,0.6453927971803071
0.3826896742931626,0.031108704939134906,0.46843211343690916,0.4172104841740645,0.36271488870252827,0.5466161701867516,0.9815963406420094,0.49744285627350726,0.6399098880541285,0.6429112054294577
0.37204131354776604,0.1023842701975723,0.5082450654369554,0.348339610898066,0.396698430010933,0.46487310501486867,0.9049610025471113,0.5034918168102023,0.5614554002065809,0.5807671825919378
0.3842090961222985,0.04481481543312253,0.451207414090356,0.37633493894893816,0.35969092617467824,0.5702832630519219,0.9833476252138602,0.5400950213640681,0.6698496272104596,0.6518833560658508
0.4494681211962197,0.0542590311229326,0.43070624293291054,0.426350912185402,0.3455056389621968,0.6150990381688193,0.9447229093839549,0.5115939066605522,0.6312394215441062,0.6222763995038307
0.49273069443951933,0.08816299705401363,0.49073607853547424,0.38999772767570623,0.4145223464006089,0.5986717751366988,0.9251895203840889,0.5497979232842851,0.6005079856110803,0.612945761688642
0.43976983710311823,0.04936455804238664,0.46438967883797505,0.36500893675109786,0.3502574547100239,0.6257927980173241,0.9572948407151969,0.5751905318086274,0.56835892756463,0.675218357998733
0.3803461679785774,0.06421244657302311,0.48029464308325776,0.4330477006595319,0.3951579800220789,0.5300965386309222,0.9385177895122827,0.45976478456189795,0.622347266898206,0.5952225803456191
0.4191601883629152,0.06972366319081605,0.45770885491453295,0.4591727391569616,0.3476340248826318,0.5298492624816529,0.9594414063663489,0.547396913219696,0.6628304275787397,0.6049905956703504
0.37206563035416484,0.0753283133905148,0.4295194655491264,0.45838631886308095,0.3475125288254221,0.48001672760661196,0.9026582000053679,0.5412150596497909,0.677499550790641,0.6388086624965592
0.3756090047318338,0.032568688489237524,0.4540246900332875,0.3533321055863105,0.36294441012383033,0.528444750321349,0.9623939255705888,0.5266438781887058,0.5900176299770161,0.6381342983701117
0.47115078722344894,0.04473259004132164,0.4661628501744633,0.29963155085728216,0.3286458833577712,0.5907560875789034,0.9610975045949477,0.5111426357556361,0.5286246804602044,0.6386144962787618
0.37462683501325567,0.03597769403959455,0.4635877761764825,0.2929505959199779,0.37042366383876857,0.505566137951725,0.977694471968232,0.5367693482811655,0.5678719761190073,0.6577934035598317
0.47058269382392837,-0.010251006036084889,0.3694818433037254,0.4119629807570307,0.32599437892768585,0.5856854858885944,1.0062562581287908,0.5673489871054094,0.6984073105718779,0.7373913611312227
0.41502301392230606,0.05172528995980135,0.44438806730919206,0.31354802367819146,0.3513618163830108,0.6309707962609865,0.9424653114894466,0.5197917989929071,0.5867458552034533,0.6571448046429533
0.43875093728090087,0.06137717477631737,0.4779455219470021,0.41568596272613995,0.3886192541861188,0.6063045810884594,0.9397974957026476,0.4963289781215463,0.6759963331673926,0.6680054621558633
0.4042468361800746,0.050091482432101944,0.4576264329144065,0.4056563723447033,0.41979136893575375,0.6086645754161997,0.9410745728243891,0.47527164602712113,0.667099622469939,0.6397202886661386
0.3061851854860644,0.03178706812652264,0.4442907858675795,0.3696671718183376,0.308826224668484,0.5312915385701009,0.9983213812650671,0.559617711189484,0.6191068569984172,0.6462902704117713
0.416891537099388,0.03529958696986218,0.47134125081321115,0.40148906657852274,0.37557634344832513,0.5893730180482144,0.9299754304946904,0.5322559200831158,0.5929978901158268,0.6164832059476961
0.4239059661140991,0.060887571877461695,0.5166333298111918,0.4883341011214428,0.33895611920254254,0.6124180159889341,0.944558518213417,0.6004289263739483,0.7108319891347277,0.6281290170537244
0.41910589986492686,0.06051405610027663,0.5207023382050292,0.4481896093981868,0.3778110442517859,0.621661008116261,0.9444086747341246,0.54821473088005,0.6469625853031609,0.6109218015602793
0.3875456813381106,0.03647687513232183,0.5000494976259282,0.30312948239600024,0.3369379018620625,0.5765998497172908,0.9674105625524297,0.5491406965742958,0.561463891248708,0.6239213321461163
0.5596636689783054,0.04654903978721328,0.5269393336386299,0.36928365333536045,0.36506884675150025,0.7362879849116429,0.9469280740180887,0.5795692716672346,0.5731290321573513,0.6472929748181943
0.3981632379003423,0.050539351928135134,0.49257828071492593,0.37092550053101925,0.3336349046613517,0.5456912536164952,0.9713951560323242,0.6680535086961423,0.6008896721613699,0.6616977819680845
0.45349970299560327,0.03892219949510638,0.4079402858398864,0.38609167775389575,0.32814041582219566,0.6569732518465592,0.9767858219573715,0.540679618589849,0.63337978950316,0.667131159210483
0.4124471606012601,0.06147657732637398,0.40277003765720865,0.3511212607848995,0.37572911310309987,0.5769223985160998,0.938630512055585,0.5005295946193915,0.6022773752777337,0.6520772110158624
0.4272041749198743,0.04018665120308137,0.5479974200221207,0.34131156280120445,0.38117445306934766,0.5846623953310153,0.9409368791294135,0.578236372582198,0.6117366415231338,0.6018377651378435
0.45803838871238683,0.030444040389982024,0.41559065309257825,0.43515999484790113,0.3571967123029695,0.6013506743000384,0.9374573030674986,0.5548674433398322,0.676521396922869,0.7101601826416839
0.4854438149525411,0.025483175839484555,0.44342367876164407,0.38399664471710815,0.3488315699631545,0.6994299284269119,0.9721979942404974,0.5228987541826533,0.607449062527173,0.6498337339463807
0.45599381774364045,0.02341003395759187,0.4122852719654006,0.34703674092002124,0.3663964868440026,0.6755337192222285,0.9852828313965292,0.5420338447533054,0.6322618448384063,0.7202195234985886
0.41033601917817303,0.046823965251940596,0.4466640557022917,0.36260766988224197,0.3353793598110044,0.6065625991174703,0.925472891083277,0.5371322912108345,0.5573384261001602,0.6339050033601529
0.39492297751043975,0.024533706771141715,0.387385470531509,0.4358013328343614,0.35321588509424523,0.6526346873781406,0.9625452448046462,0.5318253223151268,0.7245198283136163,0.6759885111176911
0.38377658789722835,0.05899643403975494,0.40387194896331136,0.299617696767866,0.3693815869745248,0.5513100601425267,0.9237339745623123,0.5100625783632596,0.531792765291547,0.6269154561239645
0.3952254524965846,0.08979848763593125,0.46500155590862796,0.4616197602563005,0.38487087451015745,0.5794038919374687,0.9018228633307027,0.47743985809672596,0.6871907764555473,0.586076316426569
0.4089250539424673,0.004002842003483001,0.41121284780084877,0.3758296730653076,0.3112495991950868,0.6013489113945727,0.9698915700105515,0.5450327317233128,0.6018034189693566,0.6454212407076017
0.39133595779145436,0.05179756760070825,0.40153964155047434,0.28630358363297803,0.38788375346109544,0.5304319760011986,0.9651254392234417,0.5040873045225249,0.4822385769333828,0.6724275181270232
0.37921074711895897,0.02176046413935211,0.4522116993554078,0.31797319965304166,0.3675517956001561,0.5595507934562394,0.9615452489764323,0.5057999633480181,0.5937140837768635,0.6893535536195486
0.44188952661942715,0.050863892343297766,0.48360731110095284,0.316454226085657,0.321497322829262,0.6154475336454144,0.9701929174889851,0.5945294660022377,0.582817866228382,0.6737400992554796
0.3885045567033579,0.03412293800274728,0.4304308753822388,0.34819651966993687,0.3803902408725986,0.5918514719241531,0.9614115563873554,0.5386614282072048,0.603135427881669,0.6886993717555966
0.4533392851146806,0.017761146014693016,0.38986266805308645,0.3762325827541851,0.3423845594725177,0.6001663738799536,0.9533540225638178,0.5350248623906162,0.6177232249220743,0.6475476783310667
0.41643695911776163,0.06740080931744036,0.5299922076677132,0.46924795610087433,0.37472013756719613,0.630363424452954,0.9177441454093648,0.48718088404919657,0.6937897341797297,0.5678452497210325
0.3268880159629312,0.05257987885291875,0.45856567469001674,0.27196472293595914,0.35378683922821746,0.5817268756224521,0.9601357381133122,0.572562292249045,0.4850063571079126,0.6284167169552612
